0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,104.00 ,94.00 ,108.00 ,80.00 ,70.00 ,80.00 ,68.00 ,40.00 ,26.00 ,26.00 ,32.00 ,24.00 ,6.00 ,10.00 ,4.00 ,10.00 ,16.00 ,12.00 ,18.00 ,12.00 ,14.00 ,10.00 ,10.00 ,4.00 ,4.00 ,4.00 ,12.00 ,22.00 ,58.00 ,90.00 ,90.00 ,58.00 ,30.00 ,18.00 ,14.00 ,6.00 ,12.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,47.00 ,54.00 ,40.00 ,35.00 ,40.00 ,34.00 ,20.00 ,13.00 ,13.00 ,16.00 ,12.00 ,3.00 ,5.00 ,2.00 ,5.00 ,8.00 ,6.00 ,9.00 ,6.00 ,7.00 ,5.00 ,5.00 ,2.00 ,2.00 ,2.00 ,6.00 ,11.00 ,29.00 ,45.00 ,45.00 ,29.00 ,15.00 ,9.00 ,7.00 ,3.00 ,6.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,108.00 ,80.00 ,70.00 ,80.00 ,68.00 ,40.00 ,26.00 ,26.00 ,32.00 ,24.00 ,6.00 ,10.00 ,4.00 ,10.00 ,16.00 ,12.00 ,18.00 ,12.00 ,14.00 ,10.00 ,10.00 ,4.00 ,4.00 ,4.00 ,12.00 ,22.00 ,58.00 ,90.00 ,90.00 ,58.00 ,30.00 ,18.00 ,14.00 ,6.00 ,12.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,80.00 ,70.00 ,80.00 ,68.00 ,40.00 ,26.00 ,26.00 ,32.00 ,24.00 ,6.00 ,10.00 ,4.00 ,10.00 ,16.00 ,12.00 ,18.00 ,12.00 ,14.00 ,10.00 ,10.00 ,4.00 ,4.00 ,4.00 ,12.00 ,22.00 ,58.00 ,90.00 ,90.00 ,58.00 ,30.00 ,18.00 ,14.00 ,6.00 ,12.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.00 ,80.00 ,68.00 ,40.00 ,26.00 ,26.00 ,32.00 ,24.00 ,6.00 ,10.00 ,4.00 ,10.00 ,16.00 ,12.00 ,18.00 ,12.00 ,14.00 ,10.00 ,10.00 ,4.00 ,4.00 ,4.00 ,12.00 ,22.00 ,58.00 ,90.00 ,90.00 ,58.00 ,30.00 ,18.00 ,14.00 ,6.00 ,12.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,80.00 ,68.00 ,40.00 ,26.00 ,26.00 ,32.00 ,24.00 ,6.00 ,10.00 ,4.00 ,10.00 ,16.00 ,12.00 ,18.00 ,12.00 ,14.00 ,10.00 ,10.00 ,4.00 ,4.00 ,4.00 ,12.00 ,22.00 ,58.00 ,90.00 ,90.00 ,58.00 ,30.00 ,18.00 ,14.00 ,6.00 ,12.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,60.00 ,39.00 ,39.00 ,48.00 ,36.00 ,9.00 ,15.00 ,6.00 ,15.00 ,24.00 ,18.00 ,27.00 ,18.00 ,21.00 ,15.00 ,15.00 ,6.00 ,6.00 ,6.00 ,18.00 ,33.00 ,87.00 ,135.00 ,135.00 ,87.00 ,45.00 ,27.00 ,21.00 ,9.00 ,18.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,247.00 ,247.00 ,304.00 ,228.00 ,57.00 ,95.00 ,38.00 ,95.00 ,152.00 ,114.00 ,171.00 ,114.00 ,133.00 ,95.00 ,95.00 ,38.00 ,38.00 ,38.00 ,114.00 ,209.00 ,551.00 ,855.00 ,855.00 ,551.00 ,285.00 ,171.00 ,133.00 ,57.00 ,114.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,286.00 ,352.00 ,264.00 ,66.00 ,110.00 ,44.00 ,110.00 ,176.00 ,132.00 ,198.00 ,132.00 ,154.00 ,110.00 ,110.00 ,44.00 ,44.00 ,44.00 ,132.00 ,242.00 ,638.00 ,990.00 ,990.00 ,638.00 ,330.00 ,198.00 ,154.00 ,66.00 ,132.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,768.00 ,576.00 ,144.00 ,240.00 ,96.00 ,240.00 ,384.00 ,288.00 ,432.00 ,288.00 ,336.00 ,240.00 ,240.00 ,96.00 ,96.00 ,96.00 ,288.00 ,528.00 ,1392.00 ,2160.00 ,2160.00 ,1392.00 ,720.00 ,432.00 ,336.00 ,144.00 ,288.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,624.00 ,156.00 ,260.00 ,104.00 ,260.00 ,416.00 ,312.00 ,468.00 ,312.00 ,364.00 ,260.00 ,260.00 ,104.00 ,104.00 ,104.00 ,312.00 ,572.00 ,1508.00 ,2340.00 ,2340.00 ,1508.00 ,780.00 ,468.00 ,364.00 ,156.00 ,312.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,141.00 ,235.00 ,94.00 ,235.00 ,376.00 ,282.00 ,423.00 ,282.00 ,329.00 ,235.00 ,235.00 ,94.00 ,94.00 ,94.00 ,282.00 ,517.00 ,1363.00 ,2115.00 ,2115.00 ,1363.00 ,705.00 ,423.00 ,329.00 ,141.00 ,282.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,270.00 ,108.00 ,270.00 ,432.00 ,324.00 ,486.00 ,324.00 ,378.00 ,270.00 ,270.00 ,108.00 ,108.00 ,108.00 ,324.00 ,594.00 ,1566.00 ,2430.00 ,2430.00 ,1566.00 ,810.00 ,486.00 ,378.00 ,162.00 ,324.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,80.00 ,200.00 ,320.00 ,240.00 ,360.00 ,240.00 ,280.00 ,200.00 ,200.00 ,80.00 ,80.00 ,80.00 ,240.00 ,440.00 ,1160.00 ,1800.00 ,1800.00 ,1160.00 ,600.00 ,360.00 ,280.00 ,120.00 ,240.00 
